시도,시군구,총인구,면적,인구밀도,인구증가율,고령,생산가능,유소년,고령인구비율,합계출산율,출생아수,합계출산율_2013
충남,서천군,49964.0,366.12403,134.1512602717,-1.7,19942.0,25911.0,3263.0,39.91273717076295,0.73,99.0,1.299
충남,아산시,334539.0,542.79839,637.061577149,3.36,49677.0,244830.0,51289.0,14.849389757248034,0.904,1930.0,1.639
충남,예산군,77385.0,542.72127,144.3724506752,1.25,26776.0,45644.0,5934.0,34.60102086967758,1.026,280.0,1.202
충남,천안시,657559.0,636.15337,1031.1334234832,-0.24,85875.0,485937.0,84147.0,13.059664608042777,0.767,3485.0,1.351
충남,청양군,30266.0,479.25128,62.9481883152,-0.32,11795.0,16547.0,1826.0,38.97112271195401,0.759,64.0,1.767
충남,태안군,61335.0,516.04929,117.7871976251,-0.9,21736.0,34840.0,4208.0,35.438167441102145,0.737,134.0,1.407
충남,홍성군,98068.0,446.69393,218.3239876209,-0.55,25994.0,60619.0,10911.0,26.50609780968308,0.899,388.0,1.307
충북,괴산군,37055.0,842.01069,43.4555054267,-1.25,14476.0,20103.0,2011.0,39.06625286735933,0.689,63.0,0.921
충북,단양군,27767.0,780.15323,35.5071271526,-0.24,10063.0,15928.0,1710.0,36.240861454244246,0.751,60.0,1.046
충북,보은군,31455.0,584.2624,53.075467543,-1.41,12177.0,16800.0,2033.0,38.71244635193133,0.856,69.0,1.185
충북,영동군,44956.0,846.90653,52.1840351872,-1.69,16161.0,25006.0,3028.0,35.948482961117534,0.866,104.0,1.284
충북,옥천군,49520.0,537.28328,90.9966906444,-1.27,16665.0,28550.0,3676.0,33.653069466882066,0.754,116.0,1.102
충북,음성군,92058.0,520.12261,175.3105876049,-0.95,22823.0,60218.0,8142.0,24.79197896977992,0.797,301.0,1.448
충북,제천시,130988.0,882.77099,147.4833248745,-0.61,33722.0,84209.0,12263.0,25.74434299325129,0.922,505.0,1.317
충북,증평군,37262.0,81.80289,458.2234286974,0.6,7694.0,25374.0,4416.0,20.64838172937577,1.07,213.0,1.657
충북,진천군,86147.0,407.3844,211.7263204511,0.12,15933.0,59422.0,10899.0,18.495130416613463,0.911,411.0,1.455
충북,청주시,849573.0,941.05422,905.5684425354,0.31,134501.0,611038.0,106650.0,15.831600109702167,0.88,4808.0,1.341
충북,충주시,208277.0,983.25712,211.3160384612,-0.24,48022.0,138712.0,21044.0,23.05679455724828,0.942,930.0,1.254
